model,cohort,criterion,feature,rbo
gemma3_4b,open,Popularity and Market Reach,Send files,0.7280718094481287
gemma3_4b,open,Popularity and Market Reach,Watch streams,0.4506076358907259
gemma3_4b,open,Popularity and Market Reach,Go Live,0.6181560632564659
gemma3_4b,open,Popularity and Market Reach,Play playlist on shuffle mode,0.9105455974793937
gemma3_4b,open,Popularity and Market Reach,Access to podcasts,0.8080495152354922
gemma3_4b,open,Popularity and Market Reach,Build photo collage,0.5066476203296183
gemma3_4b,open,Popularity and Market Reach,Photo effects,0.5956017642222171
gemma3_4b,open,Popularity and Market Reach,Access to movies,0.9231372359986358
gemma3_4b,open,Popularity and Market Reach,Rate movies,0.46157559054008473
gemma3_4b,open,Popularity and Market Reach,Keeping up with friends,0.6543932664859301
gemma3_4b,open,Popularity and Market Reach,Play games,0.5084683611366987
gemma3_4b,open,Popularity and Market Reach,Collaborate with others,0.7216002209987233
gemma3_4b,open,Popularity and Market Reach,Write notes,0.7246916779368093
gemma3_4b,open,Popularity and Market Reach,Search for offer on item,0.22172865682332532
gemma3_4b,open,Popularity and Market Reach,List items for sale,0.864762677391302
gemma3_4b,open,Regional and Geographical Availability,Broadcast messages to multiple contacts,0.7774644982987898
gemma3_4b,open,Regional and Geographical Availability,Send files,0.4870035502196577
gemma3_4b,open,Regional and Geographical Availability,Watch streams,0.44160407122313844
gemma3_4b,open,Regional and Geographical Availability,Go Live,0.5196198663597198
gemma3_4b,open,Regional and Geographical Availability,Play playlist on shuffle mode,0.9019759433014617
gemma3_4b,open,Regional and Geographical Availability,Access to podcasts,0.7873664878512935
gemma3_4b,open,Regional and Geographical Availability,Build photo collage,0.44735001172366595
gemma3_4b,open,Regional and Geographical Availability,Photo effects,0.6812628382679687
gemma3_4b,open,Regional and Geographical Availability,Access to movies,0.9083098453318901
gemma3_4b,open,Regional and Geographical Availability,Rate movies,0.4981154890223405
gemma3_4b,open,Regional and Geographical Availability,Keeping up with friends,0.8264395249982139
gemma3_4b,open,Regional and Geographical Availability,Play games,0.2913810933245372
gemma3_4b,open,Regional and Geographical Availability,Collaborate with others,0.7113958397977818
gemma3_4b,open,Regional and Geographical Availability,Write notes,0.7209188477611066
gemma3_4b,open,Regional and Geographical Availability,Search for offer on item,0.2676520515927087
gemma3_4b,open,Regional and Geographical Availability,List items for sale,0.8562182273516189
gemma3_4b,open,Regular Updates and Maintenance,Broadcast messages to multiple contacts,0.763478640810283
gemma3_4b,open,Regular Updates and Maintenance,Send files,0.31936101489185403
gemma3_4b,open,Regular Updates and Maintenance,Watch streams,0.5691448819462666
gemma3_4b,open,Regular Updates and Maintenance,Go Live,0.34302965084676146
gemma3_4b,open,Regular Updates and Maintenance,Play playlist on shuffle mode,0.9125341149160742
gemma3_4b,open,Regular Updates and Maintenance,Access to podcasts,0.7100138887996011
gemma3_4b,open,Regular Updates and Maintenance,Build photo collage,0.4221976842887768
gemma3_4b,open,Regular Updates and Maintenance,Photo effects,0.6864334384619384
gemma3_4b,open,Regular Updates and Maintenance,Access to movies,0.8943326799745307
gemma3_4b,open,Regular Updates and Maintenance,Rate movies,0.5176097148747157
gemma3_4b,open,Regular Updates and Maintenance,Keeping up with friends,0.8247233069095937
gemma3_4b,open,Regular Updates and Maintenance,Play games,0.32548907465365595
gemma3_4b,open,Regular Updates and Maintenance,Collaborate with others,0.7084580694922894
gemma3_4b,open,Regular Updates and Maintenance,Write notes,0.780286173429896
gemma3_4b,open,Regular Updates and Maintenance,Search for offer on item,0.30044612411911276
gemma3_4b,open,Regular Updates and Maintenance,List items for sale,0.761528105676955
gemma3_4b,open,Security and Privacy,Broadcast messages to multiple contacts,0.7611005843880742
gemma3_4b,open,Security and Privacy,Send files,0.1796591516881026
gemma3_4b,open,Security and Privacy,Watch streams,0.3528781166701447
gemma3_4b,open,Security and Privacy,Go Live,0.4745182754435845
gemma3_4b,open,Security and Privacy,Play playlist on shuffle mode,0.9084340889039234
gemma3_4b,open,Security and Privacy,Access to podcasts,0.7770309884389668
gemma3_4b,open,Security and Privacy,Build photo collage,0.4673488507255469
gemma3_4b,open,Security and Privacy,Photo effects,0.5494928693014223
gemma3_4b,open,Security and Privacy,Access to movies,0.9079884044899242
gemma3_4b,open,Security and Privacy,Rate movies,0.5055073546258742
gemma3_4b,open,Security and Privacy,Keeping up with friends,0.7957935775807625
gemma3_4b,open,Security and Privacy,Play games,0.2337809637666647
gemma3_4b,open,Security and Privacy,Collaborate with others,0.5072403104557038
gemma3_4b,open,Security and Privacy,Write notes,0.7501664477968397
gemma3_4b,open,Security and Privacy,Search for offer on item,0.2949201104487954
gemma3_4b,open,Security and Privacy,List items for sale,0.7688004418061851
gemma3_4b,open,User Engagement,Broadcast messages to multiple contacts,0.78782050268155
gemma3_4b,open,User Engagement,Send files,0.4292991707475672
gemma3_4b,open,User Engagement,Watch streams,0.3446379194125641
gemma3_4b,open,User Engagement,Go Live,0.5025376492978798
gemma3_4b,open,User Engagement,Play playlist on shuffle mode,0.9111008303540715
gemma3_4b,open,User Engagement,Access to podcasts,0.8044081311605397
gemma3_4b,open,User Engagement,Build photo collage,0.49525660151823386
gemma3_4b,open,User Engagement,Photo effects,0.6954550680565013
gemma3_4b,open,User Engagement,Access to movies,0.913637270911251
gemma3_4b,open,User Engagement,Rate movies,0.51732441543982
gemma3_4b,open,User Engagement,Keeping up with friends,0.8143465596402231
gemma3_4b,open,User Engagement,Play games,0.60384673298021
gemma3_4b,open,User Engagement,Collaborate with others,0.6585483229248078
gemma3_4b,open,User Engagement,Write notes,0.7228243817513296
gemma3_4b,open,User Engagement,Search for offer on item,0.23685928700725886
gemma3_4b,open,User Engagement,List items for sale,0.8188484633376798
gemma3_4b,open,User Interface and Experience,Broadcast messages to multiple contacts,0.7747025681415447
gemma3_4b,open,User Interface and Experience,Send files,0.6330261569373214
gemma3_4b,open,User Interface and Experience,Watch streams,0.15915367809407135
gemma3_4b,open,User Interface and Experience,Go Live,0.6893408142494485
gemma3_4b,open,User Interface and Experience,Play playlist on shuffle mode,0.9110442091627404
gemma3_4b,open,User Interface and Experience,Access to podcasts,0.7830652981402672
gemma3_4b,open,User Interface and Experience,Build photo collage,0.37871555161802434
gemma3_4b,open,User Interface and Experience,Photo effects,0.6800708777640228
gemma3_4b,open,User Interface and Experience,Access to movies,0.9186648355711391
gemma3_4b,open,User Interface and Experience,Rate movies,0.5265387874336733
gemma3_4b,open,User Interface and Experience,Keeping up with friends,0.7807974588570566
gemma3_4b,open,User Interface and Experience,Play games,0.5998046441395942
gemma3_4b,open,User Interface and Experience,Collaborate with others,0.6118795069951584
gemma3_4b,open,User Interface and Experience,Write notes,0.8162489340308607
gemma3_4b,open,User Interface and Experience,Search for offer on item,0.22327369923545287
gemma3_4b,open,User Interface and Experience,List items for sale,0.7945765641682301
gemma3_4b,open,User Ratings,Broadcast messages to multiple contacts,0.5150489893114361
gemma3_4b,open,User Ratings,Send files,0.43840698676915846
gemma3_4b,open,User Ratings,Watch streams,0.27814048117202317
gemma3_4b,open,User Ratings,Go Live,0.6603765256551197
gemma3_4b,open,User Ratings,Play playlist on shuffle mode,0.9005952148809361
gemma3_4b,open,User Ratings,Access to podcasts,0.7931489932593976
gemma3_4b,open,User Ratings,Build photo collage,0.40810916628947014
gemma3_4b,open,User Ratings,Photo effects,0.6827770726496825
gemma3_4b,open,User Ratings,Access to movies,0.7696018075743207
gemma3_4b,open,User Ratings,Rate movies,0.5078578338127762
gemma3_4b,open,User Ratings,Keeping up with friends,0.7634866318241778
gemma3_4b,open,User Ratings,Play games,0.5488859751115803
gemma3_4b,open,User Ratings,Collaborate with others,0.5996872336607673
gemma3_4b,open,User Ratings,Write notes,0.7085378481691775
gemma3_4b,open,User Ratings,Search for offer on item,0.34636478268589516
gemma3_4b,open,User Ratings,List items for sale,0.8648604399295521
qwen3_8b,open,Accessibility Features,Broadcast messages to multiple contacts,0.6307159169343759
qwen3_8b,open,Accessibility Features,Send files,0.5715000101256271
qwen3_8b,open,Accessibility Features,Watch streams,0.5168454903026343
qwen3_8b,open,Accessibility Features,Go Live,0.5108367810937665
qwen3_8b,open,Accessibility Features,Play playlist on shuffle mode,0.7415696649890374
qwen3_8b,open,Accessibility Features,Access to podcasts,0.7263864010402215
qwen3_8b,open,Accessibility Features,Build photo collage,0.4095224907959456
qwen3_8b,open,Accessibility Features,Photo effects,0.4978762399155991
qwen3_8b,open,Accessibility Features,Access to movies,0.7447199106062249
qwen3_8b,open,Accessibility Features,Rate movies,0.6337535107413704
qwen3_8b,open,Accessibility Features,Keeping up with friends,0.6136786156339987
qwen3_8b,open,Accessibility Features,Play games,0.2217243377411651
qwen3_8b,open,Accessibility Features,Collaborate with others,0.57795935452891
qwen3_8b,open,Accessibility Features,Write notes,0.6671353956363879
qwen3_8b,open,Accessibility Features,Search for offer on item,0.24625584274836956
qwen3_8b,open,Accessibility Features,List items for sale,0.5812178070547024
qwen3_8b,open,Cost and Pricing,Broadcast messages to multiple contacts,0.7656237734021404
qwen3_8b,open,Cost and Pricing,Send files,0.5211637196293198
qwen3_8b,open,Cost and Pricing,Watch streams,0.5343810733596245
qwen3_8b,open,Cost and Pricing,Go Live,0.6278104293358405
qwen3_8b,open,Cost and Pricing,Play playlist on shuffle mode,0.7610758304924731
qwen3_8b,open,Cost and Pricing,Access to podcasts,0.6639432602420179
qwen3_8b,open,Cost and Pricing,Build photo collage,0.5349124481643934
qwen3_8b,open,Cost and Pricing,Photo effects,0.46190645066550196
qwen3_8b,open,Cost and Pricing,Access to movies,0.6924982146915785
qwen3_8b,open,Cost and Pricing,Rate movies,0.6207841230325444
qwen3_8b,open,Cost and Pricing,Keeping up with friends,0.6647153959883179
qwen3_8b,open,Cost and Pricing,Play games,0.5990432540681062
qwen3_8b,open,Cost and Pricing,Collaborate with others,0.6370900314625512
qwen3_8b,open,Cost and Pricing,Write notes,0.5637950627765748
qwen3_8b,open,Cost and Pricing,Search for offer on item,0.5660562034864667
qwen3_8b,open,Cost and Pricing,List items for sale,0.6509087850662193
qwen3_8b,open,Cross-Platform Synchronization,Broadcast messages to multiple contacts,0.7757671700087865
qwen3_8b,open,Cross-Platform Synchronization,Send files,0.44692599604050437
qwen3_8b,open,Cross-Platform Synchronization,Watch streams,0.4486851814875085
qwen3_8b,open,Cross-Platform Synchronization,Go Live,0.549191992175039
qwen3_8b,open,Cross-Platform Synchronization,Play playlist on shuffle mode,0.7641304254980362
qwen3_8b,open,Cross-Platform Synchronization,Access to podcasts,0.8405599658413813
qwen3_8b,open,Cross-Platform Synchronization,Build photo collage,0.4994361193218762
qwen3_8b,open,Cross-Platform Synchronization,Photo effects,0.4874308587525176
qwen3_8b,open,Cross-Platform Synchronization,Access to movies,0.7787985957415191
qwen3_8b,open,Cross-Platform Synchronization,Rate movies,0.6063505215782157
qwen3_8b,open,Cross-Platform Synchronization,Keeping up with friends,0.7418127614411327
qwen3_8b,open,Cross-Platform Synchronization,Play games,0.5400571235317146
qwen3_8b,open,Cross-Platform Synchronization,Collaborate with others,0.642485949561116
qwen3_8b,open,Cross-Platform Synchronization,Write notes,0.7464234977686222
qwen3_8b,open,Cross-Platform Synchronization,Search for offer on item,0.39386566554768043
qwen3_8b,open,Cross-Platform Synchronization,List items for sale,0.6942212765918676
qwen3_8b,open,Customer Support,Broadcast messages to multiple contacts,0.7672194253750192
qwen3_8b,open,Customer Support,Send files,0.48461009584527387
qwen3_8b,open,Customer Support,Watch streams,0.5263920610926501
qwen3_8b,open,Customer Support,Go Live,0.42696631200568314
qwen3_8b,open,Customer Support,Play playlist on shuffle mode,0.7875769028665668
qwen3_8b,open,Customer Support,Access to podcasts,0.7705741698868119
qwen3_8b,open,Customer Support,Build photo collage,0.4969199631825644
qwen3_8b,open,Customer Support,Photo effects,0.4702246238463816
qwen3_8b,open,Customer Support,Access to movies,0.7846616262598778
qwen3_8b,open,Customer Support,Rate movies,0.6166751988008347
qwen3_8b,open,Customer Support,Keeping up with friends,0.765545926759484
qwen3_8b,open,Customer Support,Play games,0.468513462732757
qwen3_8b,open,Customer Support,Collaborate with others,0.625192399753066
