model,criterion,feature,rbo
gemma3_4b,Regional and Geographical Availability,Collaborate with others,0.6918610173798783
gemma3_4b,Regional and Geographical Availability,Write notes,0.6764091572008918
gemma3_4b,Regional and Geographical Availability,Search for offer on item,0.2080178265508613
gemma3_4b,Regional and Geographical Availability,List items for sale,0.9139727854831834
gemma3_4b,Regular Updates and Maintenance,Broadcast messages to multiple contacts,0.7235867438928237
gemma3_4b,Regular Updates and Maintenance,Send files,0.48480048100631085
gemma3_4b,Regular Updates and Maintenance,Watch streams,0.7549372585724741
gemma3_4b,Regular Updates and Maintenance,Go Live,0.44019115624367205
gemma3_4b,Regular Updates and Maintenance,Play playlist on shuffle mode,0.9210630177979736
gemma3_4b,Regular Updates and Maintenance,Access to podcasts,0.618761642935418
gemma3_4b,Regular Updates and Maintenance,Build photo collage,0.5164797635038569
gemma3_4b,Regular Updates and Maintenance,Photo effects,0.7525307100261347
gemma3_4b,Regular Updates and Maintenance,Access to movies,0.86559247183302
gemma3_4b,Regular Updates and Maintenance,Rate movies,0.4817078282235918
gemma3_4b,Regular Updates and Maintenance,Keeping up with friends,0.8062050857790807
gemma3_4b,Regular Updates and Maintenance,Play games,0.34396284340789185
gemma3_4b,Regular Updates and Maintenance,Collaborate with others,0.7107507275256849
gemma3_4b,Regular Updates and Maintenance,Write notes,0.7415856468137477
gemma3_4b,Regular Updates and Maintenance,Search for offer on item,0.1822609654729076
gemma3_4b,Regular Updates and Maintenance,List items for sale,0.7100758940767704
gemma3_4b,Security and Privacy,Broadcast messages to multiple contacts,0.7564987819606338
gemma3_4b,Security and Privacy,Send files,0.35902028861028484
gemma3_4b,Security and Privacy,Go Live,0.2755930005733637
gemma3_4b,Security and Privacy,Play playlist on shuffle mode,0.9230062945065812
gemma3_4b,Security and Privacy,Access to podcasts,0.7326301630976808
gemma3_4b,Security and Privacy,Build photo collage,0.5572074683223456
gemma3_4b,Security and Privacy,Photo effects,0.42598099411183765
gemma3_4b,Security and Privacy,Access to movies,0.922846070184241
gemma3_4b,Security and Privacy,Rate movies,0.5178532872366512
gemma3_4b,Security and Privacy,Keeping up with friends,0.8670079951514303
gemma3_4b,Security and Privacy,Play games,0.4372105354537312
gemma3_4b,Security and Privacy,Collaborate with others,0.7140876637848862
gemma3_4b,Security and Privacy,Write notes,0.7127460203887233
gemma3_4b,Security and Privacy,Search for offer on item,0.19060048111301983
gemma3_4b,Security and Privacy,List items for sale,0.7117942225397733
gemma3_4b,User Engagement,Broadcast messages to multiple contacts,0.830026968448713
gemma3_4b,User Engagement,Send files,0.7061724830457136
gemma3_4b,User Engagement,Watch streams,0.6453405106273756
gemma3_4b,User Engagement,Go Live,0.6950963877572585
gemma3_4b,User Engagement,Play playlist on shuffle mode,0.9010564046215827
gemma3_4b,User Engagement,Access to podcasts,0.8726544718130894
gemma3_4b,User Engagement,Build photo collage,0.5293454895379706
gemma3_4b,User Engagement,Photo effects,0.7861805730654886
gemma3_4b,User Engagement,Access to movies,0.9284609605168871
gemma3_4b,User Engagement,Rate movies,0.5784330746962707
gemma3_4b,User Engagement,Keeping up with friends,0.7812538460762389
gemma3_4b,User Engagement,Play games,0.7013520877381968
gemma3_4b,User Engagement,Collaborate with others,0.7243845761220337
gemma3_4b,User Engagement,Write notes,0.6232899705675263
gemma3_4b,User Engagement,Search for offer on item,0.23575909540959433
gemma3_4b,User Engagement,List items for sale,0.8053089702472602
gemma3_4b,User Interface and Experience,Broadcast messages to multiple contacts,0.7631780779484876
gemma3_4b,User Interface and Experience,Send files,0.5945999233006847
gemma3_4b,User Interface and Experience,Go Live,0.7294662871767734
gemma3_4b,User Interface and Experience,Play playlist on shuffle mode,0.9045459400757198
gemma3_4b,User Interface and Experience,Access to podcasts,0.771463853427322
gemma3_4b,User Interface and Experience,Build photo collage,0.4646262224627005
gemma3_4b,User Interface and Experience,Photo effects,0.7073923556745274
gemma3_4b,User Interface and Experience,Access to movies,0.9217399023891494
gemma3_4b,User Interface and Experience,Rate movies,0.5003161429209135
gemma3_4b,User Interface and Experience,Keeping up with friends,0.7092454390611469
gemma3_4b,User Interface and Experience,Play games,0.6491223903057842
gemma3_4b,User Interface and Experience,Collaborate with others,0.7053495689715262
gemma3_4b,User Interface and Experience,Write notes,0.7967143155644942
gemma3_4b,User Interface and Experience,Search for offer on item,0.12752425732769312
gemma3_4b,User Interface and Experience,List items for sale,0.7576226521597245
gemma3_4b,User Ratings,Broadcast messages to multiple contacts,0.36226763243384347
gemma3_4b,User Ratings,Send files,0.5374657699183063
gemma3_4b,User Ratings,Watch streams,0.528805580252585
gemma3_4b,User Ratings,Go Live,0.5576398296401265
gemma3_4b,User Ratings,Play playlist on shuffle mode,0.9012557229727023
gemma3_4b,User Ratings,Access to podcasts,0.773997495106839
gemma3_4b,User Ratings,Build photo collage,0.6180759803550898
gemma3_4b,User Ratings,Photo effects,0.7767468694567354
gemma3_4b,User Ratings,Access to movies,0.658307300558292
gemma3_4b,User Ratings,Rate movies,0.5634226949563329
gemma3_4b,User Ratings,Keeping up with friends,0.8041591630813224
gemma3_4b,User Ratings,Play games,0.6792656311477593
gemma3_4b,User Ratings,Collaborate with others,0.5713737405467093
gemma3_4b,User Ratings,Write notes,0.7071565232958473
gemma3_4b,User Ratings,Search for offer on item,0.2796985645089841
gemma3_4b,User Ratings,List items for sale,0.8478658897835739
qwen3_8b,Accessibility Features,Broadcast messages to multiple contacts,0.6478313494964503
qwen3_8b,Accessibility Features,Send files,0.6955367004292475
qwen3_8b,Accessibility Features,Watch streams,0.5604290672404121
qwen3_8b,Accessibility Features,Go Live,0.41722105113135377
qwen3_8b,Accessibility Features,Play playlist on shuffle mode,0.7628595436267079
qwen3_8b,Accessibility Features,Access to podcasts,0.6796589223998645
qwen3_8b,Accessibility Features,Build photo collage,0.4334815537317523
qwen3_8b,Accessibility Features,Photo effects,0.7275290757014671
qwen3_8b,Accessibility Features,Access to movies,0.7284533638657436
qwen3_8b,Accessibility Features,Rate movies,0.7563533402495617
qwen3_8b,Accessibility Features,Keeping up with friends,0.6031408076502603
qwen3_8b,Accessibility Features,Play games,0.42907928857462857
qwen3_8b,Accessibility Features,Collaborate with others,0.7162532894887217
qwen3_8b,Accessibility Features,Write notes,0.6860608615249733
qwen3_8b,Accessibility Features,Search for offer on item,0.19926793370885265
qwen3_8b,Accessibility Features,List items for sale,0.4969944037348932
qwen3_8b,Cost and Pricing,Broadcast messages to multiple contacts,0.7795587675094896
qwen3_8b,Cost and Pricing,Send files,0.5246659294690311
qwen3_8b,Cost and Pricing,Watch streams,0.5838809277486863
qwen3_8b,Cost and Pricing,Go Live,0.6997505448648486
qwen3_8b,Cost and Pricing,Play playlist on shuffle mode,0.8273103360531284
qwen3_8b,Cost and Pricing,Access to podcasts,0.744336108944381
qwen3_8b,Cost and Pricing,Build photo collage,0.6175684585652179
qwen3_8b,Cost and Pricing,Photo effects,0.45866442181157374
qwen3_8b,Cost and Pricing,Access to movies,0.6219960670541776
qwen3_8b,Cost and Pricing,Rate movies,0.708905308571729
qwen3_8b,Cost and Pricing,Keeping up with friends,0.7547186195624114
qwen3_8b,Cost and Pricing,Play games,0.7315006241635583
qwen3_8b,Cost and Pricing,Collaborate with others,0.6472183975365958
qwen3_8b,Cost and Pricing,Write notes,0.56140485338965
qwen3_8b,Cost and Pricing,Search for offer on item,0.5928427668617264
qwen3_8b,Cost and Pricing,List items for sale,0.6418282344113624
qwen3_8b,Cross-Platform Synchronization,Broadcast messages to multiple contacts,0.8200702566907774
qwen3_8b,Cross-Platform Synchronization,Send files,0.6039367243037894
qwen3_8b,Cross-Platform Synchronization,Watch streams,0.4647717308980167
qwen3_8b,Cross-Platform Synchronization,Go Live,0.6135813082528686
qwen3_8b,Cross-Platform Synchronization,Play playlist on shuffle mode,0.8436857926696965
qwen3_8b,Cross-Platform Synchronization,Access to podcasts,0.8926293274697213
qwen3_8b,Cross-Platform Synchronization,Build photo collage,0.6608435070172571
qwen3_8b,Cross-Platform Synchronization,Photo effects,0.6061021017986831
qwen3_8b,Cross-Platform Synchronization,Access to movies,0.8150438491780593
qwen3_8b,Cross-Platform Synchronization,Rate movies,0.6591485506639746
qwen3_8b,Cross-Platform Synchronization,Keeping up with friends,0.7668178399207574
qwen3_8b,Cross-Platform Synchronization,Play games,0.49706825945903843
qwen3_8b,Cross-Platform Synchronization,Collaborate with others,0.6344971497387664
qwen3_8b,Cross-Platform Synchronization,Write notes,0.7163306738692086
qwen3_8b,Cross-Platform Synchronization,Search for offer on item,0.5120929306216603
qwen3_8b,Cross-Platform Synchronization,List items for sale,0.71880343342793
qwen3_8b,Customer Support,Broadcast messages to multiple contacts,0.7756565635439749
qwen3_8b,Customer Support,Send files,0.45986971206312627
qwen3_8b,Customer Support,Watch streams,0.6183581242217668
qwen3_8b,Customer Support,Go Live,0.3689930594306582
qwen3_8b,Customer Support,Play playlist on shuffle mode,0.8941429397813792
qwen3_8b,Customer Support,Access to podcasts,0.810139855545159
qwen3_8b,Customer Support,Build photo collage,0.6402271172565842
qwen3_8b,Customer Support,Photo effects,0.5879728509317885
qwen3_8b,Customer Support,Access to movies,0.7930129187172387
qwen3_8b,Customer Support,Rate movies,0.6630438433457162
qwen3_8b,Customer Support,Keeping up with friends,0.8192879006236747
qwen3_8b,Customer Support,Play games,0.5407630193490933
qwen3_8b,Customer Support,Collaborate with others,0.7481053353932781
qwen3_8b,Customer Support,Write notes,0.7169417347057052
qwen3_8b,Customer Support,Search for offer on item,0.3688576405213278
qwen3_8b,Customer Support,List items for sale,0.8286879080648607
qwen3_8b,Customization Options,Broadcast messages to multiple contacts,0.5532419527304586
qwen3_8b,Customization Options,Send files,0.4770877397546937
qwen3_8b,Customization Options,Watch streams,0.6301676341550901
qwen3_8b,Customization Options,Go Live,0.32307244876198593
qwen3_8b,Customization Options,Play playlist on shuffle mode,0.42585250324721924
qwen3_8b,Customization Options,Access to podcasts,0.7780689198734457
qwen3_8b,Customization Options,Build photo collage,0.5519475422250906
qwen3_8b,Customization Options,Photo effects,0.5584818390015569
qwen3_8b,Customization Options,Access to movies,0.3316135787210194
qwen3_8b,Customization Options,Rate movies,0.5309102708545822
qwen3_8b,Customization Options,Keeping up with friends,0.6154988118045186
qwen3_8b,Customization Options,Play games,0.4754878250749163
qwen3_8b,Customization Options,Collaborate with others,0.7138604237233932
qwen3_8b,Customization Options,Write notes,0.5677099885947913
qwen3_8b,Customization Options,Search for offer on item,0.45696568381076463
qwen3_8b,Customization Options,List items for sale,0.6028260599638073
qwen3_8b,Feature Breadth and Richness,Broadcast messages to multiple contacts,0.788383778660126
qwen3_8b,Feature Breadth and Richness,Send files,0.4413918051610747
qwen3_8b,Feature Breadth and Richness,Watch streams,0.6805780891481452
qwen3_8b,Feature Breadth and Richness,Go Live,0.7070851748031589
qwen3_8b,Feature Breadth and Richness,Play playlist on shuffle mode,0.7932475324345422
qwen3_8b,Feature Breadth and Richness,Access to podcasts,0.6703122910248756
qwen3_8b,Feature Breadth and Richness,Build photo collage,0.4978464518472265
qwen3_8b,Feature Breadth and Richness,Photo effects,0.6402218126966568
qwen3_8b,Feature Breadth and Richness,Access to movies,0.7182371298488436
qwen3_8b,Feature Breadth and Richness,Rate movies,0.6846646133478289
qwen3_8b,Feature Breadth and Richness,Keeping up with friends,0.7824214158601068
qwen3_8b,Feature Breadth and Richness,Play games,0.3151144536556903
qwen3_8b,Feature Breadth and Richness,Collaborate with others,0.7559745273625208
qwen3_8b,Feature Breadth and Richness,Write notes,0.7692991138184697
qwen3_8b,Feature Breadth and Richness,Search for offer on item,0.43958234280196484
qwen3_8b,Feature Breadth and Richness,List items for sale,0.706411015788705
qwen3_8b,Integration with Other Services,Broadcast messages to multiple contacts,0.620610427702847
qwen3_8b,Integration with Other Services,Send files,0.5971002201034014
qwen3_8b,Integration with Other Services,Watch streams,0.5870616187113796
qwen3_8b,Integration with Other Services,Go Live,0.5236236815335806
qwen3_8b,Integration with Other Services,Play playlist on shuffle mode,0.8442326956863063
qwen3_8b,Integration with Other Services,Access to podcasts,0.9084475199795069
qwen3_8b,Integration with Other Services,Build photo collage,0.6211748032312159
qwen3_8b,Integration with Other Services,Photo effects,0.7939948983308815
qwen3_8b,Integration with Other Services,Access to movies,0.7731789111825822
qwen3_8b,Integration with Other Services,Rate movies,0.6711862499211044
qwen3_8b,Integration with Other Services,Keeping up with friends,0.628644886509762
